time,Pscl,T,RH,v,u,Height,P,TD,MR,DD,FF,AZ,Range,Lon,Lat,SpuKey,UsrKey,RadarH
2400.00,19186,198.98,16,1.80,3.20,16073,108.21,187.15,0.00,241,3.67,103,13939,-43.84,-19.65,1024,1024,-32768
2410.00,19147,198.49,17,1.14,2.84,16128,107.19,187.05,0.00,248,3.06,103,13963,-43.84,-19.65,1024,1024,-32768
2420.00,19107,197.91,18,0.90,2.78,16185,106.15,186.90,0.00,252,2.92,103,13984,-43.84,-19.65,5,5,-32768
2430.00,19065,197.23,19,0.59,2.91,16245,105.06,186.58,0.00,259,2.97,103,14006,-43.84,-19.65,0,0,-32768
2440.00,19020,196.83,20,0.37,3.37,16308,103.91,186.50,0.00,264,3.39,103,14032,-43.84,-19.65,1024,1024,-32768
2450.00,18976,196.42,21,0.13,3.82,16369,102.82,186.52,0.00,268,3.82,102,14073,-43.84,-19.65,0,0,-32768
2460.00,18934,196.15,22,-0.41,4.00,16428,101.76,186.50,0.00,276,4.02,102,14114,-43.84,-19.65,0,0,-32768
2470.00,18892,195.69,22,-1.29,4.30,16488,100.71,186.23,0.00,287,4.49,102,14151,-43.84,-19.65,49159,49159,-32768
2480.00,18849,195.43,23,-2.20,5.05,16547,99.67,186.06,0.00,294,5.51,102,14196,-43.84,-19.65,40960,40960,-32768
2490.00,18807,195.59,22,-2.49,5.97,16606,98.65,186.12,0.00,293,6.47,103,14263,-43.84,-19.65,0,0,-32768
2500.00,18766,195.43,22,-2.12,6.47,16664,97.66,185.82,0.00,288,6.81,103,14329,-43.84,-19.65,5,5,-32768
2510.00,18727,196.01,21,-2.27,5.91,16719,96.73,186.02,0.00,291,6.34,103,14399,-43.84,-19.65,6,6,-32768
2520.00,18684,196.44,19,-3.51,4.31,16778,95.73,186.08,0.00,309,5.56,103,14462,-43.84,-19.65,0,0,-32768
2530.00,18642,197.03,18,-4.79,2.91,16837,94.75,186.14,0.00,329,5.60,103,14502,-43.84,-19.65,6,6,-32768
2540.00,18603,197.13,17,-5.20,2.72,16893,93.84,185.95,0.00,332,5.87,103,14538,-43.84,-19.65,32768,32768,-32768
2550.00,18561,196.69,17,-5.08,3.22,16952,92.89,185.46,0.00,328,6.01,103,14576,-43.84,-19.65,0,0,-32768
2560.00,18520,196.13,17,-4.91,3.54,17009,91.97,184.95,0.00,324,6.05,103,14626,-43.84,-19.65,0,0,-32768
2570.00,18478,195.71,17,-4.67,3.63,17067,91.04,184.65,0.00,322,5.92,103,14671,-43.84,-19.65,0,0,-32768
2580.00,18436,196.03,17,-4.18,3.69,17127,90.10,184.98,0.00,319,5.57,104,14718,-43.84,-19.66,6,6,-32768
2590.00,18394,195.58,18,-3.38,3.61,17185,89.19,184.74,0.00,313,4.95,104,14763,-43.84,-19.66,0,0,-32768
2600.00,18354,195.09,18,-2.44,3.20,17242,88.31,184.32,0.00,307,4.03,104,14802,-43.84,-19.66,0,0,-32768
2610.00,18314,194.82,18,-1.46,2.32,17297,87.46,184.09,0.00,302,2.75,104,14837,-43.83,-19.66,0,0,-32768
2620.00,18272,194.72,18,-0.27,1.04,17356,86.56,184.02,0.00,285,1.08,104,14861,-43.83,-19.66,32768,32768,-32768
2630.00,18230,195.06,18,1.17,-0.12,17414,85.69,184.32,0.00,174,1.17,104,14860,-43.83,-19.66,0,0,-32768
2640.00,18190,195.68,18,2.39,-0.72,17470,84.85,184.89,0.00,163,2.50,104,14849,-43.83,-19.66,0,0,-32768
2650.00,18147,195.56,18,2.88,-0.91,17530,83.96,184.85,0.00,162,3.02,104,14837,-43.83,-19.66,0,0,-32768
2660.00,18104,195.13,18,2.37,-0.86,17589,83.10,184.37,0.00,160,2.52,104,14817,-43.83,-19.66,0,0,-32768
2670.00,18063,194.76,17,1.23,-0.52,17646,82.27,183.80,0.00,157,1.33,103,14800,-43.83,-19.65,0,0,-32768
2680.00,18022,194.93,16,0.52,-0.09,17704,81.45,183.62,0.00,170,0.53,103,14799,-43.83,-19.65,0,0,-32768
2690.00,17979,195.12,15,1.08,0.11,17764,80.60,183.40,0.00,186,1.09,103,14804,-43.83,-19.65,32768,32768,-32768
2700.00,17935,195.89,14,2.73,-0.05,17825,79.73,183.63,0.00,179,2.73,103,14800,-43.83,-19.65,0,0,-32768
2710.00,17891,196.94,13,4.69,-0.51,17888,78.87,184.16,0.00,174,4.71,103,14792,-43.83,-19.65,0,0,-32768
2720.00,17849,197.12,12,6.05,-1.25,17946,78.07,183.89,0.00,168,6.17,103,14767,-43.83,-19.65,6,6,-32768
2730.00,17808,197.97,11,6.37,-2.21,18004,77.30,183.90,0.00,161,6.74,103,14744,-43.84,-19.65,0,0,-32768
2740.00,17768,199.02,10,5.89,-2.99,18061,76.55,184.15,0.00,153,6.61,103,14692,-43.84,-19.65,0,0,-32768
2750.00,17726,199.85,9,4.80,-3.37,18120,75.77,184.19,0.00,145,5.86,102,14649,-43.84,-19.65,49158,49158,-32768
2760.00,17679,199.23,8,3.23,-3.52,18188,74.90,183.01,0.00,133,4.77,102,14608,-43.84,-19.65,1024,1024,-32768
2770.00,17634,198.87,7,1.65,-3.51,18252,74.08,182.31,0.00,115,3.88,102,14573,-43.84,-19.65,0,0,-32768
2780.00,17594,198.63,7,0.46,-3.15,18309,73.36,181.91,0.00,98,3.19,102,14536,-43.84,-19.65,0,0,-32768
2790.00,17554,198.21,7,-0.11,-2.34,18366,72.64,181.57,0.00,87,2.34,102,14503,-43.84,-19.65,0,0,-32768
2800.00,17512,197.82,7,0.05,-1.29,18424,71.91,181.36,0.00,92,1.29,102,14487,-43.84,-19.65,0,0,-32768
2810.00,17472,197.66,7,0.52,-0.46,18482,71.21,181.36,0.00,138,0.70,102,14484,-43.84,-19.65,0,0,-32768
2820.00,17430,197.40,7,0.56,-0.02,18541,70.47,181.19,0.00,178,0.57,102,14481,-43.84,-19.65,32768,32768,-32768
2830.00,17391,197.57,7,0.31,0.24,18596,69.81,181.29,0.00,218,0.39,102,14487,-43.84,-19.65,5,5,-32768
2840.00,17349,197.67,7,0.70,0.48,18654,69.11,181.29,0.00,214,0.85,102,14492,-43.84,-19.65,0,0,-32768
2850.00,17308,198.10,7,1.99,0.60,18713,68.42,181.52,0.00,197,2.08,102,14489,-43.84,-19.65,0,0,-32768
2860.00,17268,198.20,7,3.42,0.32,18769,67.76,181.36,0.00,185,3.44,102,14490,-43.84,-19.65,0,0,-32768
2870.00,17225,198.46,6,4.61,-0.28,18830,67.04,181.37,0.00,176,4.62,102,14488,-43.84,-19.65,0,0,-32768
2880.00,17182,198.81,6,5.60,-0.90,18892,66.34,181.50,0.00,171,5.67,102,14467,-43.84,-19.65,6,6,-32768
2890.00,17139,198.45,6,6.30,-1.56,18953,65.65,180.90,0.00,166,6.49,101,14447,-43.84,-19.65,0,0,-32768
2900.00,17094,198.39,5,6.73,-2.59,19017,64.93,180.45,0.00,159,7.21,101,14412,-43.84,-19.65,0,0,-32768
2910.00,17050,197.97,5,6.74,-4.53,19078,64.25,179.62,0.00,146,8.12,101,14371,-43.84,-19.65,0,0,-32768
2920.00,16994,198.19,5,5.88,-7.30,19158,63.37,179.30,0.00,129,9.38,101,14306,-43.84,-19.65,0,0,-32768
2930.00,16941,198.98,5,4.65,-9.27,19233,62.56,179.89,0.00,117,10.37,101,14208,-43.84,-19.65,1031,1031,-32768
2940.00,16898,199.95,5,4.19,-9.04,19295,61.90,180.75,0.00,115,9.97,101,14093,-43.84,-19.65,1024,1024,-32768
2950.00,16854,200.17,5,4.57,-7.65,19357,61.24,180.87,0.00,121,8.91,100,14007,-43.84,-19.65,0,0,-32768
2960.00,16811,200.34,4,4.88,-6.45,19419,60.60,180.72,0.00,127,8.09,100,13934,-43.84,-19.65,32768,32768,-32768
2970.00,16771,200.06,4,4.36,-5.99,19476,60.01,180.03,0.00,126,7.41,100,13868,-43.84,-19.65,6,6,-32768
2980.00,16730,200.02,4,3.11,-6.17,19535,59.41,179.51,0.00,117,6.91,100,13806,-43.84,-19.65,0,0,-32768
2990.00,16688,200.04,3,1.97,-6.77,19595,58.80,179.13,0.00,106,7.05,100,13741,-43.84,-19.65,0,0,-32768
3000.00,16645,199.67,3,1.36,-7.68,19656,58.20,178.47,0.00,100,7.80,100,13669,-43.84,-19.65,0,0,-32768
3010.00,16601,199.72,3,1.19,-8.59,19718,57.58,178.17,0.00,98,8.67,100,13589,-43.84,-19.65,49159,49159,-32768
